,intraday,overnight,monthly,seasonal,longterm
419,0j,0j,(74173.54005194339-1980348.6910133357j),0j,0j
420,0j,0j,(1106356.6320334794+526578.0435886164j),0j,0j
421,0j,0j,(1086904.3562753298+3857810.7718274933j),0j,0j
422,0j,0j,(-641946.019868538-2113519.7120213187j),0j,0j
423,0j,0j,(1350020.327580113-388966.43697799894j),0j,0j
424,0j,0j,(4982178.124370433+1664592.3302152418j),0j,0j
425,0j,0j,(2710547.3184861615+4986816.8981185965j),0j,0j
426,0j,0j,(1237650.7806788986-1164217.8846313125j),0j,0j
427,0j,0j,(-584724.3702116972+1164373.6062626364j),0j,0j
428,0j,0j,(520830.80917023995+788943.9590158783j),0j,0j
429,0j,0j,(-1402635.7937023868+397808.5295423432j),0j,0j
430,0j,0j,(2856092.9855596004+1744651.852852086j),0j,0j
431,0j,0j,(1084834.8431511866+1355438.6835850177j),0j,0j
432,0j,0j,(403581.22855930775-927473.1967237222j),0j,0j
433,0j,0j,(-3516474.593212678+1851539.2510533023j),0j,0j
434,0j,0j,(-1108860.389076738-1044443.4525335045j),0j,0j
435,0j,0j,(-107822.00285189337+931205.4325601249j),0j,0j
436,0j,0j,(-2932103.126532709+412588.0107959038j),0j,0j
437,0j,0j,(-250126.93713710556-1641413.97147367j),0j,0j
438,0j,0j,(21188.294841719617-183928.56776554388j),0j,0j
439,0j,0j,(-1474528.7581064631-1371434.6348062616j),0j,0j
440,0j,0j,(260907.2849004613+1649722.6381853868j),0j,0j
441,0j,0j,(-1411578.0128244776-216555.93109610304j),0j,0j
442,0j,0j,(-2523083.6498552077-1115172.3231592935j),0j,0j
443,0j,0j,(-2004774.9333778184+1320063.508816433j),0j,0j
444,0j,0j,(1418478.9195769238+645.0319870812818j),0j,0j
445,0j,0j,(3655505.780514895+1824648.1735379663j),0j,0j
446,0j,0j,(6186637.68798612+906972.3689991189j),0j,0j
447,0j,0j,(1339066.5211585087+3886422.2679634835j),0j,0j
448,0j,0j,(-2023701.6356996268-2677709.9012334174j),0j,0j
449,0j,0j,(-430287.7074912054-984182.6300492848j),0j,0j
450,0j,0j,(2004368.9577335662+3494962.866628306j),0j,0j
451,0j,0j,(-798022.201113927-443121.76943947695j),0j,0j
452,0j,0j,(-3701005.478372291+2322245.5695556556j),0j,0j
453,0j,0j,(-84039.34544456558-1966959.9739543442j),0j,0j
454,0j,0j,(-89589.71702708531-720371.5479276896j),0j,0j
455,0j,0j,(-3967208.8963100305+2403117.2603330337j),0j,0j
456,0j,0j,(-1903845.9396436494-246863.04140364495j),0j,0j
457,0j,0j,(501696.00135316+2386780.8951723175j),0j,0j
458,0j,0j,(1955769.4549359067+3427325.6028390084j),0j,0j
459,0j,0j,(1712873.2720579072-4140637.7334755724j),0j,0j
460,0j,0j,(-2774654.902236389+1826713.930954929j),0j,0j
461,0j,0j,(-402828.7091159232-2832501.4614314307j),0j,0j
462,0j,0j,(2889109.9889803817-353819.9569047522j),0j,0j
463,0j,0j,(-1080107.4899688712+472802.2722604008j),0j,0j
464,0j,0j,(1913638.8498507342+3067875.957605747j),0j,0j
465,0j,0j,(-209223.5919334239-3013940.8196706544j),0j,0j
466,0j,0j,(-630018.0026685449+2977482.922414498j),0j,0j
467,0j,0j,(1182528.034004595-1241003.651479885j),0j,0j
468,0j,0j,(-3692923.6980681974-1724377.2881354694j),0j,0j
469,0j,0j,(1435102.7769945848+2019863.3416260509j),0j,0j
470,0j,0j,(2101260.997706862-621647.3334994467j),0j,0j
471,0j,0j,(-2572965.2632264076+4381303.745515443j),0j,0j
472,0j,0j,(-656684.3701606835+3971692.2509037796j),0j,0j
473,0j,0j,(198755.04059331887+3298619.089832767j),0j,0j
474,0j,0j,(-2633035.8739543306-1636034.5410653576j),0j,0j
475,0j,0j,(4574708.306001846-429717.8506962705j),0j,0j
476,0j,0j,(-1042004.834670084-3335283.317233367j),0j,0j
477,0j,0j,(-2630774.368973158-547880.8183559754j),0j,0j
478,0j,0j,(-1220293.899513165-1272306.3317056485j),0j,0j
479,0j,0j,(-1927230.0934171353+1184347.9475671987j),0j,0j
480,0j,0j,(-4221614.320867252+1448324.430392042j),0j,0j
481,0j,0j,(-2611112.4602078106-3991333.364069071j),0j,0j
482,0j,0j,(-4004128.5372268166+1747964.2008052503j),0j,0j
483,0j,0j,(1004101.3506359227+2455986.651891964j),0j,0j
484,0j,0j,(206828.70523907943-411417.5309891972j),0j,0j
485,0j,0j,(2274421.446113712+697218.3861181353j),0j,0j
486,0j,0j,(-1014897.1359958667+2042211.4478713938j),0j,0j
487,0j,0j,(-2561008.4292611303-1515170.4749438004j),0j,0j
488,0j,0j,(-1809281.8154534579-3087780.834325147j),0j,0j
489,0j,0j,(-305258.02846390073+242120.07800612424j),0j,0j
490,0j,0j,(1436574.823669261+664148.112023662j),0j,0j
491,0j,0j,(1664235.5023888282-4236847.613970892j),0j,0j
492,0j,0j,(-740194.82797553-1227073.8657558002j),0j,0j
493,0j,0j,(2558748.1505223596-574667.5624424275j),0j,0j
494,0j,0j,(-481026.86182314553+4480035.033474085j),0j,0j
495,0j,0j,(-208456.8386113021-3275765.391058052j),0j,0j
496,0j,0j,(-2802355.837780081-1115813.6164266616j),0j,0j
497,0j,0j,(893369.2126352444+3856075.6528277136j),0j,0j
498,0j,0j,(-2643325.4591527977-1767096.4111142377j),0j,0j
499,0j,0j,(3624634.8187526017-4196266.602561461j),0j,0j
500,0j,0j,(-4691425.022169772+62215.49243411014j),0j,0j
501,0j,0j,(-1019088.0162552986+2718426.345321494j),0j,0j
502,0j,0j,(-2577003.1507763537+24511.801095336676j),0j,0j
503,0j,0j,(-2353134.4148995494-159560.40115845785j),0j,0j
504,0j,0j,(-792420.3185711524+534848.0957068629j),0j,0j
505,0j,0j,(1823843.6275372258-1008416.6622057564j),0j,0j
506,0j,0j,(-1063799.4994715606-3284858.1520835385j),0j,0j
507,0j,0j,(239541.1366722901+2576097.2684301445j),0j,0j
508,0j,0j,(-442901.63729829807+803345.6825166106j),0j,0j
509,0j,0j,(1676801.2846329967+127306.41001676151j),0j,0j
510,0j,0j,(-1966580.2493998697-686330.5251950892j),0j,0j
511,0j,0j,(281935.5498472759-1887355.874625099j),0j,0j
512,0j,0j,(2288041.131901905+1268575.5811773539j),0j,0j
513,0j,0j,(-884403.4561024716-21215.637757188902j),0j,0j
514,0j,0j,(-695498.594050226+2331392.789061142j),0j,0j
515,0j,0j,(883954.5971120102-3854660.958990116j),0j,0j
516,0j,0j,(1128574.4489328659-2603060.9622556325j),0j,0j
517,0j,0j,(1349682.062383703-1095851.2247598376j),0j,0j
518,0j,0j,(-703797.0488155917-3572165.558454423j),0j,0j
519,0j,0j,(-469605.5543824434-2986364.231280621j),0j,0j
520,0j,0j,(-1320854.45750955+1390444.1397129963j),0j,0j
521,0j,0j,(356270.2066831611+1648218.4671477806j),0j,0j
522,0j,0j,(-3981739.225331528-445370.26048190944j),0j,0j
523,0j,0j,(92974.86227657343-783679.5999507571j),0j,0j
524,0j,0j,(-2334243.7536108857+3034688.7995743733j),0j,0j
525,0j,0j,(4962616.9621560145+756503.0804168561j),0j,0j
526,0j,0j,(-2538387.359872278-921136.8697962802j),0j,0j
527,0j,0j,(1232047.4728522017-1198622.6967472406j),0j,0j
528,0j,0j,(-1114446.5106981997+1895386.4278016542j),0j,0j
529,0j,0j,(1770811.7594425739-4665331.922964234j),0j,0j
530,0j,0j,(-54272.46139941085+478959.4978633912j),0j,0j
531,0j,0j,(-3962544.21693861+128266.51822338998j),0j,0j
532,0j,0j,(155938.33109863603-1054187.9633696731j),0j,0j
533,0j,0j,(-2231792.4538684157-483431.96504286525j),0j,0j
534,0j,0j,(-422705.19763649534-1544076.8545095366j),0j,0j
535,0j,0j,(-3552092.2780371783+1572745.2631144512j),0j,0j
536,0j,0j,(936714.4785275033+476679.7939520399j),0j,0j
537,0j,0j,(2420011.4405553285+1033137.3144370159j),0j,0j
538,0j,0j,(474695.76365624345+2808202.8957399786j),0j,0j
539,0j,0j,(521858.30452278175+2127242.9119181954j),0j,0j
540,0j,0j,(148130.24859050906+786770.668190232j),0j,0j
541,0j,0j,(4362316.374116022-1462929.1139460723j),0j,0j
542,0j,0j,(2815624.7927169995+632898.1097896217j),0j,0j
543,0j,0j,(31757.495319072652-1692037.6114495313j),0j,0j
544,0j,0j,(2403659.9222798077-183865.16573307448j),0j,0j
545,0j,0j,(-1455040.6512790984-1356836.5909327306j),0j,0j
546,0j,0j,(-2739928.280475013+861547.8707925262j),0j,0j
547,0j,0j,(-672209.3504961163+3603804.418381661j),0j,0j
548,0j,0j,(-958824.3948180802+351707.24313991534j),0j,0j
549,0j,0j,(701877.4091250234+2161899.6796594425j),0j,0j
550,0j,0j,(495514.77267788525+90964.33224579057j),0j,0j
551,0j,0j,(-1995966.5882514417+935954.1378244883j),0j,0j
552,0j,0j,(2625204.4043307947+1566622.0246371597j),0j,0j
553,0j,0j,(633974.7082870771+843307.5144135039j),0j,0j
554,0j,0j,(-75265.20759105339+3091712.364959021j),0j,0j
555,0j,0j,(598409.1404494565+1493643.6316411616j),0j,0j
556,0j,0j,(343645.92573585745-2638104.050200867j),0j,0j
557,0j,0j,(744236.0569509243-2193827.069544821j),0j,0j
558,0j,0j,(2483663.6605481547+527618.4984323105j),0j,0j
559,0j,0j,(-3913000.231099469+1173286.7547854062j),0j,0j
560,0j,0j,(448917.02869359794-1575448.9227019206j),0j,0j
561,0j,0j,(-599293.802494721-1964921.8863012663j),0j,0j
562,0j,0j,(4133082.198756229-513884.97595882154j),0j,0j
563,0j,0j,(-2226521.0659791958-1205487.6459879056j),0j,0j
564,0j,0j,(-4399616.186161356-2451403.546825997j),0j,0j
565,0j,0j,(3040403.9559907634-867097.6893509128j),0j,0j
566,0j,0j,(-2481279.7817071835+3173272.079331032j),0j,0j
567,0j,0j,(-302828.4930518336+820938.7571197114j),0j,0j
568,0j,0j,(5826097.466657889-1176444.1331866975j),0j,0j
569,0j,0j,(2859009.3488020697-1011435.7943629036j),0j,0j
570,0j,0j,(-1652493.8845729013-3505552.1102735805j),0j,0j
571,0j,0j,(-1013855.1861093489+65970.73219364212j),0j,0j
572,0j,0j,(109620.51791844587-924244.2722080611j),0j,0j
573,0j,0j,(-943210.5067727517+2149726.16873424j),0j,0j
574,0j,0j,(-2294485.3404691764-362285.7362562623j),0j,0j
575,0j,0j,(-561442.3001653854+2783005.6632851707j),0j,0j
576,0j,0j,(4405478.516129009+532600.4457141425j),0j,0j
577,0j,0j,(1066467.6138709313+3838594.906538667j),0j,0j
578,0j,0j,(395004.124238534-117185.36107527441j),0j,0j
579,0j,0j,(1954789.9845788344+513183.3558367161j),0j,0j
580,0j,0j,(802117.8402046424-2010281.9831079761j),0j,0j
581,0j,0j,(1514666.2927404023+2730911.329607052j),0j,0j
582,0j,0j,(1485838.104857876-481291.9507028043j),0j,0j
583,0j,0j,(-1091136.268326833-2136039.8501435257j),0j,0j
584,0j,0j,(-593116.7359580705+3110587.2662252095j),0j,0j
585,0j,0j,(1881608.0684867997-1635426.118408154j),0j,0j
586,0j,0j,(-1165922.0179919626-630092.1062450771j),0j,0j
587,0j,0j,(-1944189.2727440963-341971.93688445986j),0j,0j
588,0j,0j,(2151190.0758619825+4807572.644276356j),0j,0j
589,0j,0j,(-417562.26315790054-1696121.0824845503j),0j,0j
590,0j,0j,(-2133134.5521799643-1507864.5205948702j),0j,0j
591,0j,0j,(-600123.4853983333+344577.3361527105j),0j,0j
592,0j,0j,(1076606.218617531-794251.5371392835j),0j,0j
593,0j,0j,(685807.4200248761-501888.16551299684j),0j,0j
594,0j,0j,(-451899.578977582-1809890.6643597388j),0j,0j
595,0j,0j,(2545116.891062708+1257780.0439026528j),0j,0j
596,0j,0j,(-1239663.584373063-1675687.1116902707j),0j,0j
597,0j,0j,(829541.7214140405+1559715.3185064173j),0j,0j
598,0j,0j,(-331850.9346139566-1184195.204500686j),0j,0j
599,0j,0j,(884181.8150170083+3008596.781728382j),0j,0j
600,0j,0j,(-784607.4905097355+311505.1312541823j),0j,0j
601,0j,0j,(-1212401.5061904292+572967.6261691772j),0j,0j
602,0j,0j,(-1966092.9261628366+3890015.2221449055j),0j,0j
603,0j,0j,(1575316.4842712553-2104629.133253999j),0j,0j
604,0j,0j,(52126.52620570062+3635345.5514514307j),0j,0j
605,0j,0j,(-977232.4139119647-909594.8488946771j),0j,0j
606,0j,0j,(946957.7375326892+4022934.87007559j),0j,0j
607,0j,0j,(761941.6055521443+1752498.4032802808j),0j,0j
608,0j,0j,(2614279.6934293043+1426361.5651050033j),0j,0j
609,0j,0j,(2570049.7649101317-1333052.1881734165j),0j,0j
610,0j,0j,(-1634802.522633328-1496611.6299957852j),0j,0j
611,0j,0j,(-786208.9747070752+2085298.4727290482j),0j,0j
612,0j,0j,(7846.425668975338-2940655.3235230087j),0j,0j
613,0j,0j,(3476257.389179375+663568.3768111508j),0j,0j
614,0j,0j,(-2280927.316313683-566308.3738024833j),0j,0j
615,0j,0j,(2017561.8087936644+1806081.8529691752j),0j,0j
616,0j,0j,(195573.24460187438+54277.88573677582j),0j,0j
617,0j,0j,(-111560.30681942066+705100.5869827258j),0j,0j
618,0j,0j,(-2911214.8473745226+938990.9662827612j),0j,0j
619,0j,0j,(3783323.733780252-408759.8309062493j),0j,0j
620,0j,0j,(3453504.647893219-3662442.110417946j),0j,0j
621,0j,0j,(-485189.33471172175+1462563.1497943779j),0j,0j
622,0j,0j,(-446676.701961429+2160902.3538082144j),0j,0j
623,0j,0j,(-1198088.6548559228+127834.57856692816j),0j,0j
624,0j,0j,(1791680.3373604754+3934464.219104072j),0j,0j
625,0j,0j,(1045672.1432817173-2020861.7341062422j),0j,0j
626,0j,0j,(3151802.302472093+1391973.9985323695j),0j,0j
627,0j,0j,(617660.8585132556+1815952.0991944002j),0j,0j
628,0j,0j,(-1153468.2667091975+1366666.7335372968j),0j,0j
629,0j,0j,(2517518.361303555+2390691.87832828j),0j,0j
630,0j,0j,(1336503.2962512665-122365.605929908j),0j,0j
631,0j,0j,(-3308236.0802215785+2581607.1573613905j),0j,0j
632,0j,0j,(8979.95648272708-3109847.4238035595j),0j,0j
633,0j,0j,(-1723958.877350598+1898413.4821199805j),0j,0j
634,0j,0j,(-110258.1329909492-239483.29417983617j),0j,0j
635,0j,0j,(-429251.3178737331+1322334.4131843683j),0j,0j
636,0j,0j,(-1787061.488732058+1269384.126551645j),0j,0j
637,0j,0j,(196975.7101264561+3277185.7922365908j),0j,0j
638,0j,0j,(2960053.893068016-336173.7775624342j),0j,0j
639,0j,0j,(-1769399.6781021203-2778935.370950845j),0j,0j
640,0j,0j,(-894983.2177566837-121077.67664151872j),0j,0j
641,0j,0j,(5183206.222850309-525188.5301782804j),0j,0j
642,0j,0j,(1048694.7810305299-1961892.5814285376j),0j,0j
643,0j,0j,(-3288400.552425334+2936777.207458071j),0j,0j
644,0j,0j,(1234746.3620951066+1745568.8471213144j),0j,0j
645,0j,0j,(-711372.2047269219-750364.5366030188j),0j,0j
646,0j,0j,(2397126.329266959-1922926.7721225535j),0j,0j
647,0j,0j,(-1071825.2432017196-3788664.1651519844j),0j,0j
648,0j,0j,(-642361.5909073118+91626.97882871015j),0j,0j
649,0j,0j,(654725.788421691+1565941.187393421j),0j,0j
650,0j,0j,(-2494453.3076806627-1491681.462800324j),0j,0j
651,0j,0j,(634060.419390446-590189.6759201388j),0j,0j
652,0j,0j,(-43799.77416789287-2693434.8690178436j),0j,0j
653,0j,0j,(-2136783.008346742-44326.04502404609j),0j,0j
654,0j,0j,(4106217.4768903414-664928.4225536552j),0j,0j
655,0j,0j,(791171.681538965-3138230.1740582157j),0j,0j
656,0j,0j,(-2052684.871621218+1684334.143357345j),0j,0j
657,0j,0j,(1997491.0362497326+1591940.9895914467j),0j,0j
658,0j,0j,(1838318.9537188185+2991456.826893058j),0j,0j
659,0j,0j,(21494.99117423233-965201.1107483284j),0j,0j
660,0j,0j,(-282484.5394195898-4491327.863932249j),0j,0j
661,0j,0j,(-839420.383048891+3704692.2299233465j),0j,0j
662,0j,0j,(4233714.9464288615-1766406.8268332714j),0j,0j
663,0j,0j,(295090.20560443134+4201363.564420886j),0j,0j
664,0j,0j,(-1677533.7476775516+1318482.8006626628j),0j,0j
665,0j,0j,(770396.0981364286-902408.6364843757j),0j,0j
666,0j,0j,(3849330.019893229+904640.5242962659j),0j,0j
667,0j,0j,(806591.5001829575+1708733.648275433j),0j,0j
668,0j,0j,(3316650.5154019077+17317.687907826352j),0j,0j
669,0j,0j,(-5418384.204410251-1322252.7348613748j),0j,0j
670,0j,0j,(557842.4752911727+509227.30462793744j),0j,0j
671,0j,0j,(-710731.9375540554-2043981.1122355254j),0j,0j
672,0j,0j,(146246.19288214896+1352264.9593395307j),0j,0j
673,0j,0j,(-2053658.7981674955+595158.8788094533j),0j,0j
674,0j,0j,(-1896761.4987308728+4016808.252674546j),0j,0j
675,0j,0j,(3518233.547808392-898672.4917661953j),0j,0j
676,0j,0j,(179926.39289010945-577167.9783581827j),0j,0j
677,0j,0j,(-993811.734845283-4544272.996628668j),0j,0j
678,0j,0j,(-1417201.4032613034+1792447.006367788j),0j,0j
679,0j,0j,(2550860.283590713+208865.14978359448j),0j,0j
680,0j,0j,(1498714.3921936778+4679508.919434901j),0j,0j
681,0j,0j,(-106810.49987462716-1523988.4458070565j),0j,0j
682,0j,0j,(2592642.5294798985-3737493.05655686j),0j,0j
683,0j,0j,(438744.648550077+4156877.8832883583j),0j,0j
684,0j,0j,(-656418.9606827092-968810.0659207829j),0j,0j
685,0j,0j,(-3521484.7682637535-1272020.2889432774j),0j,0j
686,0j,0j,(-404400.37924229313-1015887.8906457087j),0j,0j
687,0j,0j,(258646.9489284968+1426529.7286184286j),0j,0j
688,0j,0j,(-1400115.098337493-2917995.3374585565j),0j,0j
689,0j,0j,(2811436.4227972217-978129.6453996141j),0j,0j
690,0j,0j,(-3452311.063673127-4688300.261139104j),0j,0j
691,0j,0j,(-6135657.59995419-2935196.8360451777j),0j,0j
692,0j,0j,(866050.3655683756+1955837.107751198j),0j,0j
693,0j,0j,(-1312601.9132033475+775244.671296326j),0j,0j
694,0j,0j,(-513191.78943038103-312574.0685835815j),0j,0j
695,0j,0j,(3063917.960665164-185016.52458435844j),0j,0j
696,0j,0j,(2054035.0023698811-2768931.2864547716j),0j,0j
697,0j,0j,(-4840795.027677664-1973776.4023302398j),0j,0j
698,0j,0j,(1633824.6250945167+3713876.910276032j),0j,0j
699,0j,0j,(2344240.7963015167+231553.59020232543j),0j,0j
700,0j,0j,(1790751.6852525494+119377.01488253666j),0j,0j
701,0j,0j,(-2009803.2299678235+1856044.2725381667j),0j,0j
702,0j,0j,(595449.8193550713-1934514.5378338974j),0j,0j
703,0j,0j,(839109.9599382592-122632.56527717499j),0j,0j
704,0j,0j,(406792.90618968656+745875.7812405803j),0j,0j
705,0j,0j,(33128.41778826609+3432203.703349754j),0j,0j
706,0j,0j,(-61418.02319078431-2122828.4987659263j),0j,0j
707,0j,0j,(-2576350.8999263286+398659.9650613062j),0j,0j
708,0j,0j,(-2229688.620354659+592245.2362932988j),0j,0j
709,0j,0j,(-202874.90652144526-1178301.4121063994j),0j,0j
710,0j,0j,(1286983.666649039+352662.82098763593j),0j,0j
711,0j,0j,(4700141.916149573+881590.427851548j),0j,0j
712,0j,0j,(1012481.6403435789-3684438.417739031j),0j,0j
713,0j,0j,(-1545445.3179963944+2450341.580121289j),0j,0j
714,0j,0j,(-1939501.2775010862+3961876.1150288023j),0j,0j
715,0j,0j,(-1844303.315710015-766291.8868101786j),0j,0j
716,0j,0j,(341772.8116780182-4317689.537337906j),0j,0j
717,0j,0j,(-275773.3390150196-1595548.8759209323j),0j,0j
718,0j,0j,(-248743.61666668003+2382586.9338656818j),0j,0j
719,0j,0j,(3278366.29968202-656197.8058936242j),0j,0j
720,0j,0j,(-1913010.6866578653+1240084.4751559864j),0j,0j
721,0j,0j,(-3807434.2588767516+2803559.4230212374j),0j,0j
722,0j,0j,(-109821.18264142732+1329672.8927324945j),0j,0j
723,0j,0j,(-3438355.1362309456-2801903.0445022923j),0j,0j
724,0j,0j,(2145171.7868691375-1230148.2966982634j),0j,0j
725,0j,0j,(2697318.80191342+1574675.3731666766j),0j,0j
726,0j,0j,(3161072.558687115-3455043.104012274j),0j,0j
727,0j,0j,(299957.9768713082-1120430.8365662151j),0j,0j
728,0j,0j,(-2673076.324585271+2423981.960457284j),0j,0j
729,0j,0j,(740500.8737169947+813894.0091971899j),0j,0j
730,0j,0j,(-2017530.3132612293+1160611.3711003626j),0j,0j
731,0j,0j,(-1412704.96379904+1088493.7655266016j),0j,0j
732,0j,0j,(1756305.7591358637-1852451.3904426387j),0j,0j
733,0j,0j,(12338.766803940933-820114.303971985j),0j,0j
734,0j,0j,(2586217.9305293937-1717827.0953887543j),0j,0j
735,0j,0j,(-2045517.2987879682-521275.15268184023j),0j,0j
736,0j,0j,(-3801465.036709317+313319.2442653219j),0j,0j
737,0j,0j,(-2200177.1440786845-1183032.0362328568j),0j,0j
738,0j,0j,(-1595998.4289259103+636259.6673167128j),0j,0j
739,0j,0j,(4462013.675362568+3392723.4999238495j),0j,0j
740,0j,0j,(-1140393.087029439-1589973.9439824596j),0j,0j
741,0j,0j,(917325.7762757484+1698968.9586412723j),0j,0j
742,0j,0j,(628833.6804352808+1014036.1009818428j),0j,0j
743,0j,0j,(-2131945.9537843824-2673861.430705055j),0j,0j
744,0j,0j,(-3202850.271366203-1981984.690675625j),0j,0j
745,0j,0j,(800833.5613428657-2886580.447078605j),0j,0j
746,0j,0j,(-1033292.0318874412+466443.2392937243j),0j,0j
747,0j,0j,(2256327.0545631587-174683.00471070048j),0j,0j
748,0j,0j,(200269.32114199706+982377.8438398992j),0j,0j
749,0j,0j,(-796415.2761217612-3882284.0694271615j),0j,0j
750,0j,0j,(-306994.39615710697+196056.14758775663j),0j,0j
751,0j,0j,(608278.1693083098+3706285.3028983017j),0j,0j
752,0j,0j,(2501372.6245398037-3145120.378768348j),0j,0j
753,0j,0j,(1353951.098099167-1652090.00185424j),0j,0j
754,0j,0j,(203830.86524041125-3052939.2186080916j),0j,0j
755,0j,0j,(-1634012.210858373-1820874.4500844902j),0j,0j
756,0j,0j,(430375.3122360534+491108.50532372994j),0j,0j
757,0j,0j,(2941742.777366806-1828598.8993463565j),0j,0j
758,0j,0j,(409977.0617191137-1112745.8168724386j),0j,0j
759,0j,0j,(2991918.4073533285-1457133.1267473253j),0j,0j
760,0j,0j,(382200.31885899685+283649.39468766114j),0j,0j
761,0j,0j,(-2006931.880723381-213886.37152954924j),0j,0j
762,0j,0j,(4057239.1518141357-2122530.7684851508j),0j,0j
763,0j,0j,(-1403515.6896617885+2953235.1973493057j),0j,0j
764,0j,0j,(1110346.359760043-4201474.057428757j),0j,0j
765,0j,0j,(-1917776.8557842858-1007668.3531421125j),0j,0j
766,0j,0j,(448100.8056989219+1290111.061733718j),0j,0j
767,0j,0j,(-41881.25817991851+1635847.1300550436j),0j,0j
768,0j,0j,(186425.31546163897+867608.9348015129j),0j,0j
769,0j,0j,(1216850.1267351862+2108231.745172795j),0j,0j
770,0j,0j,(-1629369.7197009153-2081552.65313585j),0j,0j
771,0j,0j,(2380247.306544228+2114426.8519009575j),0j,0j
772,0j,0j,(-342000.1690575606-2687780.0111753223j),0j,0j
773,0j,0j,(22905.814033731876+229625.68222883253j),0j,0j
774,0j,0j,(2385352.853464839-812426.04698049j),0j,0j
775,0j,0j,(-2689629.0161075285+227146.94891634193j),0j,0j
776,0j,0j,(-1651523.9185921731+1889617.749763319j),0j,0j
777,0j,0j,(-2665656.7230306948-1750393.6908861888j),0j,0j
778,0j,0j,(4823194.080294412+4003752.3533056146j),0j,0j
779,0j,0j,(-384983.44910345564+3754162.102211737j),0j,0j
780,0j,0j,(894846.8862533699-1162908.1344865162j),0j,0j
781,0j,0j,(-604077.0968080692-472134.32536185917j),0j,0j
782,0j,0j,(3493729.912684287-2949673.9557391326j),0j,0j
783,0j,0j,(1447237.222129996-1647943.0440891762j),0j,0j
784,0j,0j,(-5166011.063130475-1024304.4371211198j),0j,0j
785,0j,0j,(999534.8112061736+458332.52302317653j),0j,0j
786,0j,0j,(3586378.51096081+192265.13732749294j),0j,0j
787,0j,0j,(-48191.73597306464+2153423.0673798467j),0j,0j
788,0j,0j,(-2703479.9458543174-1102850.4852525443j),0j,0j
789,0j,0j,(20306.64771931013-551563.0134833459j),0j,0j
790,0j,0j,(2670851.0428890297-2745624.9778003898j),0j,0j
791,0j,0j,(-1711563.2274289741-1822913.2648975325j),0j,0j
792,0j,0j,(-2161549.7373409146-1392868.3466580068j),0j,0j
793,0j,0j,(-4493108.316991335+1941344.739184768j),0j,0j
794,0j,0j,(751137.987019702-2493840.54191281j),0j,0j
795,0j,0j,(1791257.1401751502-626162.0806413954j),0j,0j
796,0j,0j,(-848789.3959484668+447552.55228764354j),0j,0j
797,0j,0j,(-2526183.047546168-3141728.4066137243j),0j,0j
798,0j,0j,(1000084.2469281369-65968.44515902574j),0j,0j
799,0j,0j,(3000977.161633946+2017075.326790304j),0j,0j
800,0j,0j,(-2179819.814417474-1276432.7282981547j),0j,0j
