,intraday,overnight,monthly,seasonal,longterm
21181,(695839.4790669016+49715.86399579595j),0j,0j,0j,0j
21182,(1357036.4491554801+488195.8818033497j),0j,0j,0j,0j
21183,(242915.47899152874-2572460.409197285j),0j,0j,0j,0j
21184,(-357320.0310630889-857471.7610397046j),0j,0j,0j,0j
21185,(-210814.76270871086+599260.1400516252j),0j,0j,0j,0j
21186,(1057505.8249548438-977160.993757013j),0j,0j,0j,0j
21187,(-633848.6662610131-73422.812397275j),0j,0j,0j,0j
21188,(-3577712.3223163104-742319.9881049555j),0j,0j,0j,0j
21189,(2804726.977751752-1763982.6054020526j),0j,0j,0j,0j
21190,(-255532.19576948695+369604.93845786835j),0j,0j,0j,0j
21191,(-1191250.5010159514-355889.1325291769j),0j,0j,0j,0j
21192,(-1761641.2153747308-717345.5450281424j),0j,0j,0j,0j
21193,(-677123.805212027-700734.0268124485j),0j,0j,0j,0j
21194,(1588827.9750745455+609436.4418569206j),0j,0j,0j,0j
21195,(1061188.8105533947-1944535.8778913352j),0j,0j,0j,0j
21196,(456543.1782713456+1743198.6573136954j),0j,0j,0j,0j
21197,(-775549.8631766115+45238.139664345654j),0j,0j,0j,0j
21198,(-1000544.094254319+317817.8712793067j),0j,0j,0j,0j
21199,(-835936.7718968443+454810.4306521914j),0j,0j,0j,0j
21200,(1896829.0798045406-1132404.4640966249j),0j,0j,0j,0j
21201,(-28937.118527703482+1075543.255394213j),0j,0j,0j,0j
21202,(513212.92400058464-2585730.872610267j),0j,0j,0j,0j
21203,(-762013.775600147-3012924.253376429j),0j,0j,0j,0j
21204,(-509805.7373395981-457335.70269787643j),0j,0j,0j,0j
21205,(390953.8074503861+257941.6948725439j),0j,0j,0j,0j
21206,(-1361162.8303358615+11651.791445785959j),0j,0j,0j,0j
21207,(2043823.1863176893-1696594.8754983353j),0j,0j,0j,0j
21208,(1725421.8109032311-3262118.9933458j),0j,0j,0j,0j
21209,(474933.2278786085+1034596.3791847106j),0j,0j,0j,0j
21210,(-1452765.15698152+2331170.154342551j),0j,0j,0j,0j
21211,(443052.1771222276+216212.78478846618j),0j,0j,0j,0j
21212,(1940648.0041429834+567166.5694884369j),0j,0j,0j,0j
21213,(1589975.0925192244+133448.8135726892j),0j,0j,0j,0j
21214,(55491.698321942764+1648400.7735158007j),0j,0j,0j,0j
21215,(-1683999.5895274554+1852259.9274231354j),0j,0j,0j,0j
21216,(160991.51798653323+107882.01555565489j),0j,0j,0j,0j
21217,(1180280.1366088642+1323518.054580512j),0j,0j,0j,0j
21218,(1526648.3078770724+1914259.8871949657j),0j,0j,0j,0j
21219,(-2118244.0694838413+1387747.0621239387j),0j,0j,0j,0j
21220,(704523.7636865204-2162830.2098170267j),0j,0j,0j,0j
21221,(844339.2173261384-309990.0305024852j),0j,0j,0j,0j
21222,(-1183619.805580974-11646.243033597493j),0j,0j,0j,0j
21223,(870674.5960548266-1162810.273543004j),0j,0j,0j,0j
21224,(1928288.1331945905-1254009.9871453093j),0j,0j,0j,0j
21225,(-2407097.784821859+422632.22685481375j),0j,0j,0j,0j
21226,(-1608889.5788229413-677106.7386430645j),0j,0j,0j,0j
21227,(-146002.04113760707-204244.54305378697j),0j,0j,0j,0j
21228,(-2055347.296383062+1847413.5117771807j),0j,0j,0j,0j
21229,(-1181554.2768020243+1465238.1949279986j),0j,0j,0j,0j
21230,(1114021.637321222+490870.939980293j),0j,0j,0j,0j
21231,(-356296.61150913103-1260632.7100280442j),0j,0j,0j,0j
21232,(295232.328314142+1890750.011387655j),0j,0j,0j,0j
21233,(826353.6013818602-449116.27017369075j),0j,0j,0j,0j
21234,(2025838.6051645519+610411.4995079244j),0j,0j,0j,0j
21235,(-463633.8776188926-932826.1454999602j),0j,0j,0j,0j
21236,(-258964.42942534643+195719.3162823473j),0j,0j,0j,0j
21237,(1779703.7366321685+262530.50130078685j),0j,0j,0j,0j
21238,(546337.123430752-1605549.3822673662j),0j,0j,0j,0j
21239,(-955397.9121194776-553363.4899800782j),0j,0j,0j,0j
21240,(-2690582.3807347007+751592.5554236118j),0j,0j,0j,0j
21241,(1562488.6814818229+2405047.734101316j),0j,0j,0j,0j
21242,(-97465.91824485548-2024585.6983673305j),0j,0j,0j,0j
21243,(761741.002877666+1976117.50781865j),0j,0j,0j,0j
21244,(-2516237.3596301526-599298.0271916984j),0j,0j,0j,0j
21245,(-554805.6887443743+104343.80865431658j),0j,0j,0j,0j
21246,(1315939.6678907718+720337.9283763773j),0j,0j,0j,0j
21247,(-2442942.7678805245+1435250.051312733j),0j,0j,0j,0j
21248,(2707867.8979879324+437529.61038907507j),0j,0j,0j,0j
21249,(787322.3950676669-1795131.0980468753j),0j,0j,0j,0j
21250,(-755249.0637739876-48805.96257571294j),0j,0j,0j,0j
21251,(240431.06713451724-692679.6544467664j),0j,0j,0j,0j
21252,(250654.78598870354-164415.46271326963j),0j,0j,0j,0j
21253,(-1145798.0525575904+1610025.5177592058j),0j,0j,0j,0j
21254,(699689.7401584658+295795.3846189285j),0j,0j,0j,0j
21255,(1684123.1080144844-23005.43263932597j),0j,0j,0j,0j
21256,(-251034.03715569334-787655.6395250438j),0j,0j,0j,0j
21257,(-1508492.7766392205-679627.3392939022j),0j,0j,0j,0j
21258,(258308.69288753055-495820.5008566895j),0j,0j,0j,0j
21259,(1205575.9749843031+121532.94417280518j),0j,0j,0j,0j
21260,(289057.38472389616+1075442.539448997j),0j,0j,0j,0j
21261,(1125714.8268658244+2055359.7296082778j),0j,0j,0j,0j
21262,(671549.3245412972-129910.7587079315j),0j,0j,0j,0j
21263,(355221.6471446228+2183242.0072900364j),0j,0j,0j,0j
21264,(255151.4599105923-507194.00247719325j),0j,0j,0j,0j
21265,(-1647731.876596219-868358.6617850102j),0j,0j,0j,0j
21266,(557449.2527383828+546699.7214848706j),0j,0j,0j,0j
21267,(-1448745.0858228165-339152.8784858961j),0j,0j,0j,0j
21268,(1826938.3181454055+1138670.4795540238j),0j,0j,0j,0j
21269,(1037998.9518158084-1874875.9953081016j),0j,0j,0j,0j
21270,(1626613.9308089127+70878.77141339937j),0j,0j,0j,0j
21271,(-1771285.198990217+581211.9161391342j),0j,0j,0j,0j
21272,(-855735.1776361675+252621.69637893653j),0j,0j,0j,0j
21273,(1313745.2252812725-765673.3008715331j),0j,0j,0j,0j
21274,(471017.99433692853+984909.0487306936j),0j,0j,0j,0j
21275,(882544.3741920781-519776.4447046256j),0j,0j,0j,0j
21276,(2979805.464399327-889682.4132333387j),0j,0j,0j,0j
21277,(-214750.98598755844+1392963.2577269985j),0j,0j,0j,0j
21278,(199810.71463648867+1241030.5007202264j),0j,0j,0j,0j
21279,(-863383.5184304849+885922.5615780558j),0j,0j,0j,0j
21280,(-537799.3462828308+2179601.37746326j),0j,0j,0j,0j
21281,(739706.9439420889-391805.79364398855j),0j,0j,0j,0j
21282,(-1566640.6304660076+2936688.5706303553j),0j,0j,0j,0j
21283,(-309439.060737278+3389659.600344364j),0j,0j,0j,0j
21284,(3106793.5603607446-2173638.7189271757j),0j,0j,0j,0j
21285,(-182350.27886570524+1163514.095089334j),0j,0j,0j,0j
21286,(-159757.7673699978+332971.13248723675j),0j,0j,0j,0j
21287,(2219709.3517282624-263337.23290724994j),0j,0j,0j,0j
21288,(42179.89880431356-607615.196257236j),0j,0j,0j,0j
21289,(-296101.7791234467+1153780.7918096029j),0j,0j,0j,0j
21290,(-624317.999652007-561882.8592600932j),0j,0j,0j,0j
21291,(870378.9715456008-2824040.243619616j),0j,0j,0j,0j
21292,(1204973.7781248973-3082678.8580285413j),0j,0j,0j,0j
21293,(-1398063.0797511565+2619769.487925821j),0j,0j,0j,0j
21294,(-755625.5777475934-315574.6433242931j),0j,0j,0j,0j
21295,(-952125.9426471461+1018269.2033793975j),0j,0j,0j,0j
21296,(922370.7812702237-299684.10807595646j),0j,0j,0j,0j
21297,(447794.3381437162+1256870.073816093j),0j,0j,0j,0j
21298,(-884845.0343199106+1254901.135039889j),0j,0j,0j,0j
21299,(-265789.0690045132-767355.4950364758j),0j,0j,0j,0j
21300,(1331902.3243716601+719203.2319671055j),0j,0j,0j,0j
21301,(1464899.7133463493-1226065.999837479j),0j,0j,0j,0j
21302,(-942822.2963574098-312895.9893179511j),0j,0j,0j,0j
21303,(-2016171.9201319192+1784987.9579556626j),0j,0j,0j,0j
21304,(-638899.515823145+818196.3549705714j),0j,0j,0j,0j
21305,(1113513.2631095876-75389.52015965211j),0j,0j,0j,0j
21306,(-53604.15498735488-321238.0579226464j),0j,0j,0j,0j
21307,(-1348622.63282189-473560.4519454591j),0j,0j,0j,0j
21308,(-724456.0426048499+1348730.9146294878j),0j,0j,0j,0j
21309,(778201.0183325438+944580.6049320262j),0j,0j,0j,0j
21310,(2424435.6269608373+1941480.4236159534j),0j,0j,0j,0j
21311,(1262211.4267215054+589373.6841716788j),0j,0j,0j,0j
21312,(-744572.4634597581-729556.2945488858j),0j,0j,0j,0j
21313,(41448.38782969955-2029575.7030380366j),0j,0j,0j,0j
21314,(2186031.84594791-3940583.348716955j),0j,0j,0j,0j
21315,(3894003.98994802+1606378.0137220463j),0j,0j,0j,0j
21316,(-2535484.1108203195-2225080.0015590764j),0j,0j,0j,0j
21317,(-2128160.4583549956+2594036.409391151j),0j,0j,0j,0j
21318,(-1753637.1498871464+1805397.092445399j),0j,0j,0j,0j
21319,(-181753.7382969659+46351.279270552914j),0j,0j,0j,0j
21320,(828135.2010539006+2064601.5011731125j),0j,0j,0j,0j
21321,(1304730.2091643421+736995.9865834543j),0j,0j,0j,0j
21322,(-692039.4212139302-1207880.5094599843j),0j,0j,0j,0j
21323,(409256.8960668827-336358.66228633415j),0j,0j,0j,0j
21324,(3056942.5448056804-2078507.5955644138j),0j,0j,0j,0j
21325,(1938890.0038699587+433039.88887876784j),0j,0j,0j,0j
21326,(-2191286.36051342-842870.5165278872j),0j,0j,0j,0j
21327,(-549566.4101305716+109462.43527522765j),0j,0j,0j,0j
21328,(-1994346.1528801336-947656.702262659j),0j,0j,0j,0j
21329,(3019314.364336292+1434677.7957526012j),0j,0j,0j,0j
21330,(-317173.76834019145+974730.0241306867j),0j,0j,0j,0j
21331,(-110678.4168225837+1101755.0468638197j),0j,0j,0j,0j
21332,(1397730.4067377266-825679.408195912j),0j,0j,0j,0j
21333,(-896861.3302829525+1855751.740697987j),0j,0j,0j,0j
21334,(-1883510.971733192+1315989.4797327253j),0j,0j,0j,0j
21335,(1314164.42705724+3209075.632517256j),0j,0j,0j,0j
21336,(803855.8535825369-498086.99434932624j),0j,0j,0j,0j
21337,(-1144049.8846219634+663213.1793735835j),0j,0j,0j,0j
21338,(-2688439.7390533723-109212.59856785153j),0j,0j,0j,0j
21339,(1210542.2006918392+1095040.7930935784j),0j,0j,0j,0j
21340,(-1676076.7045082622+1281403.1560996552j),0j,0j,0j,0j
21341,(918231.6193012613-1219428.0204627677j),0j,0j,0j,0j
21342,(2135396.0464747124-429421.3650647466j),0j,0j,0j,0j
21343,(17475.040822162235+978422.328846078j),0j,0j,0j,0j
21344,(-475458.2939380469+187860.6516146536j),0j,0j,0j,0j
21345,(1520789.321883614-160082.33810140617j),0j,0j,0j,0j
21346,(1376253.5336416194-1851151.4712884948j),0j,0j,0j,0j
21347,(-1124685.3172584297+352602.7764833434j),0j,0j,0j,0j
21348,(1143828.2101410264-685678.5734327186j),0j,0j,0j,0j
21349,(712877.0028232478+980612.2294506759j),0j,0j,0j,0j
21350,(-387949.6230584717-1066055.7253376418j),0j,0j,0j,0j
21351,(770072.1812270272-317910.62977211596j),0j,0j,0j,0j
21352,(-420435.1569975364+330547.256747035j),0j,0j,0j,0j
21353,(-883664.6955173658-1811505.3123421194j),0j,0j,0j,0j
21354,(-3623529.654693132-1318961.4026100512j),0j,0j,0j,0j
21355,(-146415.01597924088-1463520.4527867963j),0j,0j,0j,0j
21356,(-104729.08828282735+2132328.615901156j),0j,0j,0j,0j
21357,(-335192.6097399978-728683.1902041248j),0j,0j,0j,0j
21358,(146441.744640787-150236.89055966778j),0j,0j,0j,0j
21359,(787601.4178278034-675282.6561543731j),0j,0j,0j,0j
21360,(-987682.3314976285-1384624.2322633555j),0j,0j,0j,0j
21361,(-758283.5509466485-556710.3023580535j),0j,0j,0j,0j
21362,(489528.9225786091+593336.4351276342j),0j,0j,0j,0j
21363,(-283217.6458441881+1041744.4722794617j),0j,0j,0j,0j
21364,(735800.2031437973+574386.1558053556j),0j,0j,0j,0j
21365,(1991217.334666735+762555.184545296j),0j,0j,0j,0j
21366,(990933.1419402056+876672.5583899448j),0j,0j,0j,0j
21367,(-1163214.1802282485-363006.759735473j),0j,0j,0j,0j
21368,(579879.2753078418+24673.20539468457j),0j,0j,0j,0j
21369,(148766.14454736665+675124.4990793648j),0j,0j,0j,0j
21370,(-825928.817751638-2246412.373987181j),0j,0j,0j,0j
21371,(-1021841.464822717+824868.8822845665j),0j,0j,0j,0j
21372,(354592.30864762585+524674.0045654157j),0j,0j,0j,0j
21373,(-188228.71441042033+1190722.8589128235j),0j,0j,0j,0j
21374,(-1843237.1693271336-2668256.890663501j),0j,0j,0j,0j
21375,(1510548.8917336073-1303781.4044069417j),0j,0j,0j,0j
21376,(-3288986.07918831-327369.77848507976j),0j,0j,0j,0j
21377,(1337623.7262475127+683057.3611690893j),0j,0j,0j,0j
21378,(-1670493.196212174+1696157.8570415827j),0j,0j,0j,0j
21379,(162413.54309464758-1034387.4116791235j),0j,0j,0j,0j
21380,(246125.4923556177-722568.4584882034j),0j,0j,0j,0j
21381,(-74139.93234023417-2998716.7198748826j),0j,0j,0j,0j
21382,(-547564.7447945506+751914.5139490523j),0j,0j,0j,0j
21383,(364433.84696748876+53381.190466322005j),0j,0j,0j,0j
21384,(221606.99775904417-2410515.3272400643j),0j,0j,0j,0j
21385,(610492.5811643737+2670064.5103199687j),0j,0j,0j,0j
21386,(-373077.01669478475-1109543.1159022353j),0j,0j,0j,0j
21387,(739551.7085541139-1481831.561230642j),0j,0j,0j,0j
21388,(1292842.6507532198-976335.3498205361j),0j,0j,0j,0j
21389,(-1611090.1527597557-28163.964827719697j),0j,0j,0j,0j
21390,(2085387.1684647598+95305.71238253661j),0j,0j,0j,0j
21391,(-817974.0095444577+863697.8582805911j),0j,0j,0j,0j
21392,(3487157.8372164974+1891018.8003476057j),0j,0j,0j,0j
21393,(-1653859.788266759+1715135.933256775j),0j,0j,0j,0j
21394,(-454640.62599320046-354309.76924115594j),0j,0j,0j,0j
21395,(-1234596.5275038388+784877.3706277658j),0j,0j,0j,0j
21396,(4022898.4801585185-652154.2811397051j),0j,0j,0j,0j
21397,(-1456396.1438042969-2436823.0391943087j),0j,0j,0j,0j
21398,(-1539705.9595827812+979786.9128558264j),0j,0j,0j,0j
21399,(-710577.516402428-394253.0550423121j),0j,0j,0j,0j
21400,(-416329.6857990233-267456.2413496639j),0j,0j,0j,0j
21401,(205733.0903338138+27303.596550198505j),0j,0j,0j,0j
21402,(-2965088.4838644736+561759.8328059451j),0j,0j,0j,0j
21403,(2066787.5780552123+1179670.179990846j),0j,0j,0j,0j
21404,(-708444.1384835235-18134.981223324605j),0j,0j,0j,0j
21405,(466392.3167351551+1812612.122456993j),0j,0j,0j,0j
21406,(1332337.1859166531-13137.428306227783j),0j,0j,0j,0j
21407,(1843193.7198504475-185793.3144884368j),0j,0j,0j,0j
21408,(-764384.7382655565+84821.18589525821j),0j,0j,0j,0j
21409,(258080.50216801325+480428.2930578548j),0j,0j,0j,0j
21410,(-1187501.74147571+1544484.3093413697j),0j,0j,0j,0j
21411,(1720773.266036468-835957.8619138082j),0j,0j,0j,0j
21412,(-1495027.226192645+928775.7786898306j),0j,0j,0j,0j
21413,(-111742.60614561447+2091149.722866041j),0j,0j,0j,0j
21414,(199330.95537023223-1249612.7190144754j),0j,0j,0j,0j
21415,(-1165404.88528674+1558310.0340249664j),0j,0j,0j,0j
21416,(1830524.4799345965+1713208.4562831973j),0j,0j,0j,0j
21417,(1542299.284335848-2156088.862664304j),0j,0j,0j,0j
21418,(251721.54935135867-2832443.1132606072j),0j,0j,0j,0j
21419,(-294228.0916237527+934954.4458276132j),0j,0j,0j,0j
21420,(-1236510.0498405658-1431013.0441949118j),0j,0j,0j,0j
21421,(75361.425689217+1365326.4842296885j),0j,0j,0j,0j
21422,(141534.5057786038-428714.34445875435j),0j,0j,0j,0j
21423,(539258.5534117506+871349.7081595946j),0j,0j,0j,0j
21424,(-825310.5032243805+2002923.2852279563j),0j,0j,0j,0j
21425,(-448615.688279381+1812529.2343084111j),0j,0j,0j,0j
21426,(-2467597.8228901722-1131305.870089646j),0j,0j,0j,0j
21427,(2082107.7112867273-1531317.1333431706j),0j,0j,0j,0j
21428,(-161876.2516470825-1854510.435156276j),0j,0j,0j,0j
21429,(77121.2310504521+323815.60650373844j),0j,0j,0j,0j
21430,(1102623.0439525624+427372.8660647251j),0j,0j,0j,0j
21431,(774359.7482727789-2128932.9754701387j),0j,0j,0j,0j
21432,(-426635.2442336088-663043.3660193551j),0j,0j,0j,0j
21433,(-1312602.294632377-1331775.2599736117j),0j,0j,0j,0j
21434,(360169.7324611079-1118175.1596029752j),0j,0j,0j,0j
21435,(2361400.7264225185+2115151.7536249645j),0j,0j,0j,0j
21436,(885423.9931036013-572191.5796736872j),0j,0j,0j,0j
21437,(-2397661.5764310234-766887.9818630386j),0j,0j,0j,0j
21438,(51251.64662903664+216288.19312750082j),0j,0j,0j,0j
21439,(-388769.1488580026+2662847.736686988j),0j,0j,0j,0j
21440,(-1086493.9709086209+159705.2502133568j),0j,0j,0j,0j
21441,(1040697.758207358-743303.3327783408j),0j,0j,0j,0j
21442,(-1536298.4001555832-710258.7221905303j),0j,0j,0j,0j
21443,(456375.4967218646+1365704.6541378435j),0j,0j,0j,0j
21444,(-2284548.6556937303-559523.7942608038j),0j,0j,0j,0j
21445,(-1462699.6379330144-935874.3243493177j),0j,0j,0j,0j
21446,(1333180.2164792065+921195.50174618j),0j,0j,0j,0j
21447,(402851.00883922534+151775.30330194137j),0j,0j,0j,0j
21448,(-677392.7689316478-390381.45532795147j),0j,0j,0j,0j
21449,(-754569.3785773244+293817.6847118697j),0j,0j,0j,0j
21450,(-499438.6757010544-863828.4572426295j),0j,0j,0j,0j
21451,(2648861.7927551027+3110898.4892327613j),0j,0j,0j,0j
21452,(-2284766.1620071046-894597.0450371512j),0j,0j,0j,0j
21453,(2567833.558092095-181977.6116291004j),0j,0j,0j,0j
21454,(2922208.5519850734-463791.9658425816j),0j,0j,0j,0j
21455,(-2541414.06691106-1491487.771511374j),0j,0j,0j,0j
21456,(733320.7476948993+317380.84788202995j),0j,0j,0j,0j
21457,(-495919.46648983797-779674.0650255086j),0j,0j,0j,0j
21458,(-2940706.7827662504-601752.2554060087j),0j,0j,0j,0j
21459,(-972935.4205187716-470383.9158133413j),0j,0j,0j,0j
21460,(1625348.4311802236-480493.8039138312j),0j,0j,0j,0j
21461,(-777284.6810091576+1235840.4398338974j),0j,0j,0j,0j
21462,(-167733.20159793872-960156.173779484j),0j,0j,0j,0j
21463,(2064359.3085194472-224447.4990442769j),0j,0j,0j,0j
21464,(-2022339.9505589148-681754.0214517427j),0j,0j,0j,0j
21465,(968595.2342210605-1266951.3834196494j),0j,0j,0j,0j
21466,(1759399.6044807257+301978.8859759683j),0j,0j,0j,0j
21467,(-504878.212817434+416105.3026278408j),0j,0j,0j,0j
21468,(-428249.3455115142+840440.8347147827j),0j,0j,0j,0j
21469,(1623091.1859205656+657933.4142764204j),0j,0j,0j,0j
21470,(-321324.7391098094+790036.304880749j),0j,0j,0j,0j
21471,(743352.6278178401+1439486.7107834935j),0j,0j,0j,0j
21472,(381284.87447588774-234539.95970365824j),0j,0j,0j,0j
21473,(1834601.2002178696-2435376.159276209j),0j,0j,0j,0j
21474,(2365699.779768072-513598.58062395337j),0j,0j,0j,0j
21475,(-893549.6771703982-357582.3790634577j),0j,0j,0j,0j
21476,(448505.73154852295+1561940.3213355592j),0j,0j,0j,0j
21477,(273329.43660695304+557765.7786972439j),0j,0j,0j,0j
21478,(-444187.5040382711+1829960.1962460657j),0j,0j,0j,0j
21479,(-990610.4036200475-585197.2017407932j),0j,0j,0j,0j
21480,(2587914.2979551535-357600.269207707j),0j,0j,0j,0j
21481,(1327201.4329272383+907982.6896553849j),0j,0j,0j,0j
21482,(436213.08356130176+1868102.7568744114j),0j,0j,0j,0j
21483,(-294979.31592542946+877848.6812112305j),0j,0j,0j,0j
21484,(613157.4721550264-1201125.7081470306j),0j,0j,0j,0j
21485,(-1006742.9831556706+812970.9406490282j),0j,0j,0j,0j
21486,(792551.6026322853-986559.1325372959j),0j,0j,0j,0j
21487,(-591463.4694846009-1129133.224823998j),0j,0j,0j,0j
21488,(-50268.72543526406-1522143.626641214j),0j,0j,0j,0j
21489,(1642496.643631083-944221.320544285j),0j,0j,0j,0j
21490,(-3028444.8086138936+479849.886624569j),0j,0j,0j,0j
21491,(1418299.676356931-559929.6989663984j),0j,0j,0j,0j
21492,(-1097561.5701286523-1697859.1312613566j),0j,0j,0j,0j
21493,(-61300.52079619904+288980.8797581396j),0j,0j,0j,0j
21494,(-1011529.5502945423-1268026.8427906432j),0j,0j,0j,0j
21495,(-687208.2889589791+79587.09885284444j),0j,0j,0j,0j
21496,(508609.3538686817+209946.92922589876j),0j,0j,0j,0j
21497,(128350.12544779433-421931.5959475837j),0j,0j,0j,0j
21498,(1487225.6789711677-317239.71960691933j),0j,0j,0j,0j
21499,(367128.0913172972-3477.329367341852j),0j,0j,0j,0j
21500,(341617.5665739856-1281333.5371618655j),0j,0j,0j,0j
21501,(-93325.80170870735+1102335.6213869608j),0j,0j,0j,0j
21502,(1495804.8492065014+1933813.6806260492j),0j,0j,0j,0j
21503,(977132.2137721884+2059691.517211082j),0j,0j,0j,0j
21504,(-276064.39562397567-3617675.873541305j),0j,0j,0j,0j
21505,(977744.8031792254-1545831.2218871159j),0j,0j,0j,0j
21506,(-319101.36209850525+1090811.4811278596j),0j,0j,0j,0j
21507,(1370319.8004930757+457884.58270753897j),0j,0j,0j,0j
21508,(-749797.4312788245-8543.04937903519j),0j,0j,0j,0j
21509,(-2720976.345088169-613808.5015340017j),0j,0j,0j,0j
21510,(-1206197.624702029+1868498.290307684j),0j,0j,0j,0j
21511,(-457644.065301839+767189.5330544723j),0j,0j,0j,0j
21512,(879809.3567201061-241467.36739116564j),0j,0j,0j,0j
21513,(-433556.1956205851+363548.3087285832j),0j,0j,0j,0j
21514,(3345760.476532762-1256106.1005688496j),0j,0j,0j,0j
21515,(1546.784712256689-576618.3494762665j),0j,0j,0j,0j
21516,(706861.8669809495+2206077.2793053235j),0j,0j,0j,0j
21517,(1757235.9444495714-1127684.5609200648j),0j,0j,0j,0j
21518,(826914.7620496347+530829.6266111131j),0j,0j,0j,0j
21519,(-1594796.8399052992-1863842.4494583632j),0j,0j,0j,0j
21520,(-1546794.9385403146+265264.3074401828j),0j,0j,0j,0j
21521,(-663914.2638056374-1238267.3370420872j),0j,0j,0j,0j
21522,(2927383.7667934913+1778536.7621369776j),0j,0j,0j,0j
21523,(779897.3713738419-2284034.254384013j),0j,0j,0j,0j
21524,(313210.7984966785-1813131.100512126j),0j,0j,0j,0j
21525,(1260347.376942056+2706085.7089206306j),0j,0j,0j,0j
21526,(120947.7169652388-2789712.0353044937j),0j,0j,0j,0j
21527,(-555396.0013823067+1650878.038040506j),0j,0j,0j,0j
21528,(-987271.3354572885+2151287.891157794j),0j,0j,0j,0j
21529,(-13695.967759533261-1755049.4324845371j),0j,0j,0j,0j
21530,(-1620609.610773601+1250873.9096974034j),0j,0j,0j,0j
21531,(788541.8100429582-1000660.3951721494j),0j,0j,0j,0j
21532,(506344.16240909765+247835.27735511353j),0j,0j,0j,0j
21533,(-1974563.4036589232-1846522.3474177984j),0j,0j,0j,0j
21534,(-338247.5309457079-64555.302147675655j),0j,0j,0j,0j
21535,(-2397237.439967669+1352828.0637361314j),0j,0j,0j,0j
21536,(-546993.5710236127-1001596.2668868841j),0j,0j,0j,0j
21537,(-450655.8591926815-76844.38759483327j),0j,0j,0j,0j
21538,(-816149.0616963019-1183854.455739129j),0j,0j,0j,0j
21539,(-1048147.0266576296+236808.1408300416j),0j,0j,0j,0j
21540,(413374.2233917305+350960.7607672153j),0j,0j,0j,0j
21541,(1527504.553265867+2102703.2036897196j),0j,0j,0j,0j
21542,(155642.29160677386+2824368.3118183604j),0j,0j,0j,0j
21543,(937253.7891355185+953614.0184784897j),0j,0j,0j,0j
21544,(-1300753.599829179-1681317.6634372717j),0j,0j,0j,0j
21545,(941659.1756691831+748864.6430055264j),0j,0j,0j,0j
21546,(-1786757.9534574095+2050174.6916951304j),0j,0j,0j,0j
21547,(623617.9966607376-2433577.9758141567j),0j,0j,0j,0j
21548,(1059676.6696118782+470987.82460548624j),0j,0j,0j,0j
21549,(-1285675.5008810055-1433591.617615281j),0j,0j,0j,0j
21550,(-1441414.824544627+11544.483990452369j),0j,0j,0j,0j
21551,(-34921.08215093659+264070.86311024975j),0j,0j,0j,0j
21552,(-3396902.622615705-73948.6432558014j),0j,0j,0j,0j
21553,(1229202.6063406416-2056399.916698897j),0j,0j,0j,0j
21554,(386609.60725325625-1282860.261386294j),0j,0j,0j,0j
21555,(-1278289.7159041453-984335.9608972679j),0j,0j,0j,0j
21556,(-367520.48145179753-1760495.4414999797j),0j,0j,0j,0j
21557,(1605332.8741204652-1779181.8116403823j),0j,0j,0j,0j
21558,(114750.13606823186-553211.6571418054j),0j,0j,0j,0j
21559,(315956.87597763806+34713.34222063003j),0j,0j,0j,0j
21560,(-837151.01417012-1392006.76696479j),0j,0j,0j,0j
21561,(539234.0426431304+888071.8655584106j),0j,0j,0j,0j
21562,(981909.6957519265+440836.4805480471j),0j,0j,0j,0j
21563,(-776450.7448221188-2801293.676791495j),0j,0j,0j,0j
21564,(-856960.1484078595-183244.65064630716j),0j,0j,0j,0j
21565,(1146592.331232927+899426.7893353858j),0j,0j,0j,0j
21566,(1553305.4679413638-604566.6528983288j),0j,0j,0j,0j
21567,(1203530.1617680208+74039.39559623544j),0j,0j,0j,0j
21568,(1358858.168482279+835221.2846266071j),0j,0j,0j,0j
21569,(-2007897.9096657396+1349502.525845801j),0j,0j,0j,0j
21570,(823138.5629686692+1085758.9204894719j),0j,0j,0j,0j
21571,(-1439771.744496487-1327078.8713313155j),0j,0j,0j,0j
21572,(2231377.4886499606+1336268.1495401603j),0j,0j,0j,0j
21573,(1848401.9203878967-58951.18479232257j),0j,0j,0j,0j
21574,(-945947.6124354963+1366501.9150557115j),0j,0j,0j,0j
21575,(-701235.6444943663-1742441.711292036j),0j,0j,0j,0j
21576,(-1461063.8057478932+190572.85835938685j),0j,0j,0j,0j
21577,(425993.00397545134-368346.7043155669j),0j,0j,0j,0j
21578,(-932029.9407259533+471547.64873737085j),0j,0j,0j,0j
21579,(-1200830.4780788145-18469.21448804601j),0j,0j,0j,0j
21580,(-3470091.3216295773-299128.3883221437j),0j,0j,0j,0j
21581,(1615199.8006973416-2281671.854933848j),0j,0j,0j,0j
21582,(881442.5189247923+1165605.1504934027j),0j,0j,0j,0j
21583,(-616488.0221726884+134663.21651975764j),0j,0j,0j,0j
21584,(-1142758.3370701647+423659.36179258756j),0j,0j,0j,0j
21585,(-253373.9396313806-1683488.0637388881j),0j,0j,0j,0j
21586,(-1658604.3373814507-983794.8603606937j),0j,0j,0j,0j
21587,(130259.13200861192-444775.44833325717j),0j,0j,0j,0j
21588,(-1700893.0313795083+1718113.8514675621j),0j,0j,0j,0j
21589,(-564078.4717017655-814125.497531761j),0j,0j,0j,0j
21590,(-196988.62928752683-918744.7963551807j),0j,0j,0j,0j
